1 	 395.0	 202.0	 
2 	 390.0	 279.0	 
3 	 365.0	 187.0	 
4 	 385.0	 113.0	 
5 	 375.0	 162.0	 
6 	 389.0	 233.0	 
7 	 318.0	 168.0	 
8 	 357.0	 265.0	 
9 	 358.0	 176.0	 
10 	 324.0	 149.0	 
11 	 295.0	 168.0	 
12 	 406.0	 241.0	 
13 	 321.0	 205.0	 
14 	 337.0	 186.0	 
15 	 312.0	 208.0	 
16 	 357.0	 151.0	 
17 	 387.0	 209.0	 
18 	 327.0	 221.0	 
19 	 382.0	 137.0	 
20 	 333.0	 229.0	 
21 	 215.0	 159.0	 
22 	 381.0	 63.0	 
23 	 336.0	 163.0	 
24 	 327.0	 95.0	 
25 	 218.0	 150.0	 
26 	 377.0	 113.0	 
27 	 360.0	 218.0	 
28 	 418.0	 250.0	 
29 	 398.0	 283.0	 
30 	 331.0	 178.0	 
31 	 339.0	 238.0	 
32 	 376.0	 174.0	 
33 	 363.0	 210.0	 
34 	 267.0	 151.0	 
35 	 333.0	 44.0	 
36 	 426.0	 256.0	 
37 	 226.0	 150.0	 
38 	 325.0	 141.0	 
39 	 335.0	 103.0	 
40 	 310.0	 166.0	 
